Cust Name,Sales,Profit,State
Dianna Vittorini,899.95,53.997,New York
Jason Klamczynski,1.632,0.5508,Texas
Jason Klamczynski,267.96,16.7475,Texas
Shahid Hopkins,31.95,2.2365,New York
Steven Cartwright,725.84,210.4936,California
Steven Cartwright,10.896,3.9498,California
Steven Cartwright,8.544,2.8836,California
Chris Selesnick,32.34,15.5232,Minnesota
Chris Selesnick,39.9,19.95,Minnesota
Lena Hernandez,143.856,48.5514,Illinois
Yoseph Carroll,41.92,15.196,Texas
Yoseph Carroll,329.584,37.0782,Texas
Craig Yedwab,87.28,41.0216,Louisiana
Aaron Hawkins,279.456,20.9592,California
Aaron Hawkins,8,3.84,California
Andy Reiter,27.24,9.534,California
Sonia Sunley,16.36,1.636,California
Sonia Sunley,15.78,0.6312,California
Sonia Sunley,45.98,12.8744,California
Dorothy Wardle,198.272,-32.2192,North Carolina
Noah Childs,720.76,54.057,Texas
Carlos Daly,70.56,23.9904,Kansas
Carlos Daly,81.96,22.9488,Kansas
David Wiener,64.864,6.4864,Oregon
Erica Hackney,151.192,13.2293,Texas
Bill Donatelli,88.776,7.7679,Washington
Bill Donatelli,11.56,5.4332,Washington
Bill Donatelli,15.58,3.895,Washington
Ken Heidel,85.056,28.7064,Ohio
Nicole Hansen,273.96,71.2296,Michigan
Nicole Hansen,306.9,79.794,Michigan
Andrew Gjertsen,15.552,5.4432,Texas
Andrew Gjertsen,347.361,-69.4722,Texas
Andrew Gjertsen,10.368,3.6288,Texas
Roy Phan,98.16,9.816,Washington
Roy Phan,31.44,7.86,Washington
Nona Balk,348.488,117.6147,Pennsylvania
Nona Balk,172.736,-30.2288,Pennsylvania
Jill Matthias,15.54,7.6146,California
Jill Matthias,105.552,35.6238,California
Don Miller,25.92,9.072,Texas
Don Miller,15.808,5.3352,Texas
Don Miller,10.368,3.7584,Texas
Chris Cortes,358.2,41.79,Pennsylvania
Chris Cortes,545.916,72.7888,Pennsylvania
Guy Armstrong,40.41,18.5886,Arkansas
Cynthia Voltz,167.976,10.4985,California
Cynthia Voltz,109.53,47.0979,California
Cynthia Voltz,9.82,4.8118,California
Nick Crebassa,26.352,9.5526,Washington
Georgia Rosenberg,22.5,10.8,Delaware
Georgia Rosenberg,9.96,4.5816,Delaware
Georgia Rosenberg,213.08,102.2784,Delaware
Georgia Rosenberg,1025.88,235.9524,Delaware
John Grady,21.98,9.891,Utah
Edward Becker,63.2,23.384,California
Matt Connell,39,11.31,California
Brian Moss,2.907,-2.0349,Ohio
Herbert Flentye,556.665,6.549,California
Muhammed Lee,71.98,15.1158,Washington
Muhammed Lee,79.98,26.3934,Washington
Alan Haines,24.672,7.71,New York
Alan Haines,3.744,1.3104,New York
Tracy Zic,445.96,55.745,California
Tracy Zic,36.24,15.2208,California
Tracy Zic,10.65,5.0055,California
Denise Monton,87.92,40.4432,California
Denise Monton,22.424,8.409,California
Denise Monton,90.48,33.93,California
Denise Monton,42.76,11.1176,California
Tony Sayre,10.08,3.528,New Mexico
Tony Sayre,101.34,8.1072,New Mexico
Trudy Brown,224.75,62.93,Kansas
Lena Cacioppo,73.176,-197.5752,Illinois
Lena Cacioppo,20.736,7.2576,Illinois
Lena Cacioppo,39.984,-8.9964,Illinois
Alice McCarthy,15.36,7.68,Nebraska
Joe Elijah,36.288,12.7008,Texas
Joe Elijah,150.384,15.0384,Texas
Carlos Soltero,280.782,-60.8361,Pennsylvania
Carlos Soltero,31.984,1.1994,Pennsylvania
Phillip Flathmann,11.232,3.9312,California
Patrick Jones,26.4,11.88,Kentucky
Jeremy Farry,3.52,1.0208,Connecticut
Neoma Murray,1649.95,659.98,California
Neoma Murray,111.9,51.474,California
Marc Harrigan,599.165,35.245,California
Sam Zeldin,46.53,12.0978,California
Patrick Ryan,31.984,1.999,Florida
Frank Carlisle,161.568,16.1568,Ohio
Frank Carlisle,4.064,1.3716,Ohio
Frank Carlisle,6.216,-4.9728,Ohio
Larry Hughes,8.896,0.6672,Arizona
Robert Marley,1640.7,459.396,California
Robert Marley,270,97.2,California
Don Miller,19.52,5.368,Florida
Don Miller,9.81,-6.867,Florida
Don Miller,213.216,15.9912,Florida
Evan Henry,588.784,183.995,New York
Toby Carlisle,2.064,0.1548,Florida
Arianne Irving,6.368,2.388,Arizona
Jessica Myrick,99.6,36.852,New York
Jessica Myrick,62.296,21.0249,New York
Jessica Myrick,10.71,2.7846,New York
Bill Eplett,20.936,7.0659,Texas
Dan Reichenbach,33,8.25,New York
Dan Reichenbach,249.95,87.4825,New York
Tom Ashbrook,357.93,7.1586,Kansas
Tom Ashbrook,57.4,10.906,Kansas
Tom Ashbrook,331.96,149.382,Kansas
Tom Ashbrook,40.56,12.9792,Kansas
Kristina Nunn,86.2,24.998,Nevada
Patrick Jones,38.016,13.7808,Illinois
Matt Connell,8.384,0.7336,Pennsylvania
Matt Connell,6.848,0.7704,Pennsylvania
Bruce Stewart,19.6,9.604,Washington
Bruce Stewart,68.46,20.538,Washington
Pete Kriz,13.344,4.3368,California
Pete Kriz,1478.272,92.392,California
Thomas Seio,16.272,-3.8646,North Carolina
Bruce Degenhardt,9.24,4.4352,California
Toby Swindell,32.34,-23.716,Arizona
Toby Swindell,56.064,19.6224,Arizona
Toby Swindell,108.72,36.693,Arizona
Toby Swindell,181.47,-320.597,Arizona
Shui Tom,16.176,6.066,Texas
Dean Braden,122.352,13.7646,California
Karen Ferguson,585.552,73.194,California
Karen Ferguson,19.44,9.3312,California
Justin MacKendrick,123.92,9.294,Ohio
Tony Sayre,13.36,4.008,Colorado
Tony Sayre,78.256,-17.6076,Colorado
Tony Sayre,102.018,-183.6324,Colorado
Yoseph Carroll,750.68,37.534,Nebraska
Dean percer,44.4,22.2,Minnesota
Dean percer,84.55,22.8285,Minnesota
Dean percer,17.94,8.7906,Minnesota
Shirley Jackson,128.4,62.916,Delaware
Karen Bern,1.869,-1.3083,Florida
Chris Selesnick,103.192,11.6091,California
Chris Selesnick,36,6.48,California
Chris Selesnick,239.96,115.1808,California
Chris Selesnick,40.68,0.4068,California
Emily Burns,419.136,-68.1096,Florida
Philip Brown,23.472,7.6284,Florida
Michelle Tran,3.592,-6.286,Texas
Barry Französisch,23.976,-5.6943,Florida
Barry Französisch,6.264,2.0358,Florida
Barry Französisch,20.808,1.8207,Florida
Barry Französisch,218.352,-19.1058,Florida
Claire Gute,18.16,1.816,Texas
Duane Huffman,7.36,0.1472,California
Duane Huffman,41.4,19.872,California
Duane Huffman,411.332,-4.8392,California
Shaun Chance,7.656,-6.1248,Pennsylvania
Hunter Glantz,63.92,19.176,Ohio
Michelle Moray,6.56,1.9024,New York
Michelle Moray,7.83,3.6018,New York
Michelle Moray,41.9,8.799,New York
Michelle Moray,664.146,88.5528,New York
Michelle Moray,8.96,4.3904,New York
Thea Hudgings,3.312,0.6624,Pennsylvania
Thea Hudgings,20.136,1.2585,Pennsylvania
Thea Hudgings,8.856,2.8782,Pennsylvania
Thea Hudgings,859.2,-186.16,Pennsylvania
Joel Eaton,61.96,27.882,California
Patrick Gardner,17.92,8.6016,Georgia
Maria Bertelson,145.9,62.737,California
Joy Daniels,56.704,19.1376,Illinois
Joy Daniels,11.12,3.475,Illinois
Jennifer Halladay,32.896,11.1024,Oregon
Jennifer Halladay,22.776,7.6869,Oregon
Edward Nazzal,239.97,2.3997,New York
Edward Nazzal,160.32,44.8896,New York
Edward Nazzal,128.85,3.8655,New York
Karen Carlisle,1319.96,527.984,Alabama
Michael Stewart,239.96,-10.284,Pennsylvania
Michael Stewart,54.768,6.846,Pennsylvania
Michael Stewart,13.392,3.1806,Pennsylvania
Michael Stewart,23.92,8.671,Pennsylvania
Michael Stewart,255.968,-28.7964,Pennsylvania
Chloris Kastensmidt,21.552,7.0044,California
Chloris Kastensmidt,58.24,15.7248,California
Sanjit Jacobs,80.28,36.9288,California
Erin Ashbrook,9.78,4.0098,California
Michael Granlund,1.81,0.6516,California
Alejandro Ballentine,37.94,18.2112,New York
Scott Cohen,79.96,27.986,Florida
Todd Boyes,115.296,40.3536,Texas
Juliana Krohn,2479.96,743.988,Nebraska
Clytie Kelty,179.94,75.5748,Arkansas
Clytie Kelty,26.85,5.1015,Arkansas
Clytie Kelty,323.37,129.348,Arkansas
Clytie Kelty,59.94,28.1718,Arkansas
Clytie Kelty,64.14,30.7872,Arkansas
Clytie Kelty,11.67,5.6016,Arkansas
Clytie Kelty,12.96,6.2208,Arkansas
Sonia Sunley,17.43,8.0178,Nebraska
Laurel Elliston,181.986,-54.5958,Illinois
Laurel Elliston,1.592,-2.6268,Illinois
Laurel Elliston,22.344,2.5137,Illinois
Erin Smith,455.97,-218.8656,Arizona
Erin Smith,10.44,-7.656,Arizona
Erin Smith,5.214,-4.1712,Arizona
Michael Granlund,67.4,17.524,New Hampshire
Justin MacKendrick,25.16,10.5672,Utah
Justin MacKendrick,126.56,47.46,Utah
Sheri Gordon,43.68,11.7936,California
Sheri Gordon,139.93,34.9825,California
Darren Budd,2.672,0.334,Texas
Darren Budd,16.656,-3.123,Texas
Darren Budd,79.512,20.8719,Texas
Darren Budd,36.288,12.7008,Texas
Darren Budd,67.9932,-12.9987,Texas
Jane Waco,10.16,3.4544,Alabama
Keith Dawkins,6.16,1.9712,Mississippi
Keith Dawkins,56.3,15.764,Mississippi
Ivan Liston,6.48,3.1104,Nevada
Ivan Liston,1325.85,238.653,Nevada
Ivan Liston,14.94,6.8724,Nevada
Jim Epp,34.54,17.27,Georgia
Jim Epp,2999.95,1439.976,Georgia
Jim Epp,64.12,30.7776,Georgia
Stephanie Ulpright,19.456,2.1888,Illinois
Stephanie Ulpright,209.986,8.9994,Illinois
Stephanie Ulpright,29.76,1.86,Illinois
Stephanie Ulpright,89.768,-2.5648,Illinois
Stephanie Ulpright,959.984,335.9944,Illinois
Stephanie Ulpright,15.552,5.6376,Illinois
Stephanie Ulpright,34.36,-7.3015,Illinois
Erin Ashbrook,98.376,35.6613,Ohio
Erin Ashbrook,29.94,-23.952,Ohio
Erin Ashbrook,17.472,5.6784,Ohio
Erin Ashbrook,36.738,-9.1845,Ohio
Erin Ashbrook,179.94,-44.985,Ohio
Roy Französisch,383.64,122.7648,California
Roy Französisch,56.52,15.8256,California
Liz Carlisle,6.56,1.9024,California
Liz Carlisle,243.92,-15.245,California
Liz Carlisle,47.52,22.8096,California
Paul Stevenson,19.98,8.5914,Maryland
Paul Stevenson,8,3.44,New York
Jas O'Carroll,6.16,1.9712,California
Victor Preis,83.56,1.6712,New York
Victor Preis,546.06,163.818,New York
Victor Preis,269.49,5.3898,New York
Guy Armstrong,10.9,3.597,California
Eugene Moren,6.096,2.2098,Montana
Doug Bickford,34.05,9.534,California
Doug Bickford,352.38,81.0474,California
Marina Lichtenstein,245.98,27.0578,New Jersey
Marina Lichtenstein,18.94,9.47,New Jersey
Jennifer Halladay,59.913,-45.9333,Ohio
Bart Pistole,391.98,109.7544,Massachusetts
Bart Pistole,437.85,131.355,Massachusetts
Sarah Brown,68.62,32.2514,New Hampshire
Stewart Visinsky,25.02,6.5052,Maryland
Stewart Visinsky,10.71,2.7846,Maryland
Denny Ordway,55.984,4.1988,Ohio
Denny Ordway,14.48,4.887,Ohio
Denny Ordway,142.488,-3.5622,Ohio
Todd Boyes,14.16,1.062,Texas
Todd Boyes,79.92,27.972,Texas
Bill Stewart,590.352,206.6232,New York
Filia McAdams,17.088,1.068,North Carolina
Filia McAdams,98.392,-11.0691,North Carolina
John Lee,11.05,2.9835,New York
Art Ferguson,7.78,2.0228,California
Barry Gonzalez,659.9,217.767,Louisiana
Maria Bertelson,53.04,-4.641,Ohio
Helen Wasserman,843.9,371.316,Washington
Helen Wasserman,1496.16,224.424,Washington
Adrian Barton,117.96,5.898,New York
Jennifer Patt,21.3,8.733,New York
Jennifer Patt,1040.8,281.016,New York
Jennifer Patt,29.34,7.9218,New York
Darrin Van Huff,19.52,5.368,Tennessee
Charlotte Melton,443.92,8.8784,California
Steve Chapman,499.95,174.9825,Wisconsin
Steve Chapman,3.04,1.0336,Wisconsin
Steve Chapman,201.96,50.49,Wisconsin
Steve Chapman,68.64,17.16,Wisconsin
Victoria Wilson,100,21,California
Victoria Wilson,359.98,21.5988,California
Paul Prost,6.16,2.9568,Washington
Paul Prost,2348.82,399.2994,Washington
Dan Reichenbach,13.872,4.6818,Florida
Dan Reichenbach,273.552,-13.6776,Florida
Rick Bensley,815.292,-339.705,Pennsylvania
Natalie Fritzler,234.45,103.158,Virginia
Natalie Fritzler,1256.22,75.3732,Virginia
Natalie Fritzler,17.46,8.2062,Virginia
Clay Rozendal,10.528,3.6848,New York
Stephanie Ulpright,152.8,76.4,Michigan
Sample Company A,82.56,28.896,California
Sample Company A,284.97,85.491,California
Michelle Lonsdale,60.84,23.1192,Michigan
Gary McGarr,1325.76,149.148,California
Gary McGarr,572.16,35.76,California
Jim Kriz,28.8,10.08,Ohio
Alyssa Tate,11.12,2.8912,Connecticut
Daniel Byrd,7.04,3.0976,Georgia
Anna Häberlin,17.94,8.7906,Georgia
Sanjit Jacobs,34.76,11.297,Washington
Harry Marie,74.45,20.1015,New Jersey
Andrew Gjertsen,192.22,69.1992,Virginia
Joy Bell-,19.44,9.3312,Utah
Anthony Johnson,32.4,15.552,California
Anthony Johnson,57.9,28.95,California
Anthony Johnson,10.56,0,California
Anthony Johnson,1194.165,210.735,California
Muhammed MacIntyre,40.99,20.0851,New York
Tiffany House,2.94,0.7938,California
Adrian Hane,45.24,-30.16,Oregon
Adrian Hane,18.688,2.336,Oregon
Adrian Hane,11.648,3.7856,Oregon
Adrian Hane,112.776,-8.4582,Oregon
Adrian Hane,377.45,-264.215,Oregon
Adrian Hane,15.936,5.1792,Oregon
Adrian Hane,28.68,-7.17,Oregon
Craig Leslie,21.44,7.504,Colorado
Craig Leslie,511.056,-95.823,Colorado
Jason Gross,18.656,1.3992,Ohio
Jason Gross,11.088,-8.1312,Ohio
Jason Gross,66.688,4.168,Ohio
Jason Gross,99.488,8.7052,Ohio
Sanjit Engle,14.62,6.8714,Washington
Sanjit Engle,53.984,17.5448,Washington
Sanjit Engle,389.97,132.5898,Washington
Trudy Glocke,355.36,92.3936,Idaho
Trudy Glocke,140.376,8.7735,Idaho
Sally Hughsby,15.84,5.544,Texas
Sally Hughsby,8.448,2.64,Texas
Marc Crier,12.96,6.2208,Washington
Patrick Jones,57.408,5.7408,Washington
Patrick Jones,27.6,2.208,Washington
Zuschuss Carroll,38.976,-50.6688,Illinois
Steve Carroll,20.44,9.198,Michigan
Steve Carroll,109.92,53.8608,Michigan
Benjamin Patterson,6.38,2.9348,Oklahoma
Benjamin Patterson,6.48,3.1104,Oklahoma
Rob Dowd,15.84,7.128,Georgia
Rob Dowd,1049.93,293.9804,Georgia
Rob Dowd,154.9,40.274,Georgia
Ken Lonsdale,98.352,35.6526,Washington
Chloris Kastensmidt,14.32,5.191,Florida
Chloris Kastensmidt,129.888,12.9888,Florida
Chloris Kastensmidt,48.944,16.5186,Florida
Roger Barcio,275.058,-90.3762,Texas
Kalyca Meade,27.36,9.3024,Maryland
Kalyca Meade,44.75,20.585,Maryland
Kalyca Meade,134.99,36.4473,Maryland
Kalyca Meade,26.4,12.672,Maryland
Kalyca Meade,542.94,141.1644,Maryland
Amy Hunt,71.088,-1.7772,California
Anthony Garverick,27.396,-42.4638,Illinois
Anthony Garverick,13.456,-23.548,Illinois
Evan Bailliet,11.84,4.44,Texas
Paul Gonzalez,35.88,17.5812,California
Cathy Armstrong,40.752,15.282,Ohio
Cathy Armstrong,139.96,-22.7435,Ohio
Sung Shariari,2.624,0.2952,Ohio
Sung Shariari,136.53,-52.3365,Ohio
Sung Shariari,263.96,42.8935,Ohio
Resi Pölking,11.64,3.3756,Connecticut
Shaun Chance,40.176,14.5638,New York
Natalie Webber,79.44,30.1872,New York
Natalie Webber,357.93,7.1586,New York
Natalie Webber,127.764,21.294,New York
Natalie Webber,2799.944,1014.9797,New York
Natalie Webber,19.44,9.3312,New York
Katrina Willman,36.792,4.1391,Illinois
Hallie Redmond,5.94,1.6038,New York
Arthur Gainer,177.55,47.9385,Virginia
Brian Moss,619.95,111.591,Michigan
Brian Moss,29.16,8.4564,Michigan
Brian Moss,57.96,27.2412,Michigan
Brian Moss,29.403,5.2272,Michigan
Roger Demir,81.4,21.164,Indiana
Ken Black,8.72,2.289,Oregon
Ken Black,91.176,4.5588,Oregon
Ken Black,159.968,29.994,Oregon
Dorothy Wardle,12.96,6.2208,California
Vivek Grady,331.536,-82.884,Illinois
Dan Reichenbach,899.91,395.9604,New York
Anna Häberlin,946.344,118.293,Texas
Jeremy Pistek,178.11,32.0598,Wisconsin
Jeremy Pistek,1089.75,305.13,Wisconsin
Jeremy Pistek,61.06,28.0876,Wisconsin
Jeremy Pistek,459.92,41.3928,Wisconsin
Jeremy Pistek,27.52,12.6592,Wisconsin
Dan Reichenbach,638.82,185.2578,Connecticut
Dan Reichenbach,30.69,7.9794,Connecticut
Dan Reichenbach,25.16,8.5544,Connecticut
Jim Karlsson,13.92,4.872,New York
Mark Van Huff,19.36,9.2928,California
Mark Van Huff,19.3,5.79,California
Becky Pak,38.376,13.4316,California
Dave Hallsten,12.96,6.3504,California
Dave Hallsten,26.48,10.0624,California
Dave Hallsten,532.72,53.272,California
Dave Hallsten,26.72,12.8256,California
Dave Hallsten,20.04,9.6192,California
Dave Hallsten,795.48,7.9548,California
Dave Hallsten,21.56,6.8992,California
Lena Hernandez,249.584,31.198,North Carolina
Lena Hernandez,68.112,17.8794,North Carolina
Lena Hernandez,16.56,-2.484,North Carolina
Dave Kipp,74.95,36.7255,New York
Shahid Shariari,355.455,-184.8366,Illinois
Frank Preis,44.4,22.2,California
Frank Preis,20.65,9.499,California
Liz Carlisle,866.4,225.264,Kentucky
Alan Shonely,5.56,1.4456,Virginia
Hunter Glantz,3.16,-8.532,Texas
Hunter Glantz,1999.96,624.9875,Texas
Barry Weirich,46.152,12.1149,North Carolina
Brosina Hoffman,32.985,-1.9791,Florida
Julie Prescott,481.32,125.1432,California
Julie Prescott,6.384,2.1546,California
Justin MacKendrick,542.94,152.0232,California
Justin MacKendrick,54.92,19.7712,California
Fred Hopkins,1448.82,209.274,New York
Matt Collins,353.88,17.694,Washington
Emily Burns,333.576,25.0182,California
Peter McVee,60.144,20.2986,Texas
Alex Russell,85.2,20.235,Texas
Sung Shariari,3.15,1.512,Massachusetts
Sung Shariari,22.72,10.224,Massachusetts
Shaun Chance,14.91,4.6221,California
Shaun Chance,1158.12,335.8548,California
Erin Ashbrook,599.99,233.9961,Missouri
Theone Pippenger,23.968,2.3968,Texas
Beth Paige,638.288,-31.9144,California
Beth Paige,13.208,4.6228,California
Liz MacKendrick,15.528,5.823,New York
Kean Takahito,104.85,50.328,California
Arthur Prichep,30.48,7.9248,California
Arthur Prichep,112.648,11.2648,California
John Dryer,71.976,24.2919,California
Xylona Preis,2.21,0.5967,California
Xylona Preis,15.52,7.4496,California
Xylona Preis,36.44,16.398,California
Juliana Krohn,217.764,-384.7164,Oregon
Juliana Krohn,39.072,4.3956,Oregon
Juliana Krohn,22.638,-16.6012,Oregon
Juliana Krohn,95.144,10.7037,Oregon
Mitch Gastineau,12.32,1.848,Florida
Mitch Gastineau,4.419,-3.0933,Florida
Patrick Gardner,35,16.8,California
Patrick Gardner,72.784,0,California
Patrick Gardner,97.84,25.4384,California
Patrick Gardner,51.75,15.525,California
Patrick Gardner,46.672,16.3352,California
Lisa DeCherney,1395.54,362.8404,New York
Lisa DeCherney,117.36,36.3816,New York
Lisa DeCherney,18.9,8.694,New York
Lisa DeCherney,77.52,37.9848,New York
Craig Reiter,421.372,-6.0196,Illinois
Michael Nguyen,575.968,43.1976,Texas
Michael Nguyen,10.368,3.6288,Texas
Ruben Dartt,15.984,1.1988,California
Julie Prescott,10.272,1.1556,Ohio
Katrina Edelman,61.792,6.1792,Texas
Katrina Edelman,205.9992,-27.2646,Texas
Delfina Latchford,12.192,4.1148,Tennessee
Delfina Latchford,87.168,8.7168,Tennessee
Delfina Latchford,31.744,8.3328,Tennessee
Karen Bern,132.224,-18.1808,Tennessee
Justin Deggeller,105.52,48.5392,California
Justin Deggeller,91.96,15.6332,California
Justin Deggeller,1487.976,185.997,California
Steven Roelle,19.44,9.3312,New York
Amy Cox,11.672,-0.7295,Florida
Lynn Smith,279.96,78.3888,New York
Lynn Smith,12.912,4.6806,New York
Lynn Smith,17.088,5.7672,New York
Lynn Smith,93.15,44.712,New York
Lynn Smith,11.52,5.6448,New York
Charles Sheldon,238.62,4.7724,California
Charles Sheldon,7.77,2.0979,California
Charles Sheldon,285.48,-10.7055,California
Charles Sheldon,19.168,6.4692,California
Andrew Roberts,26.136,1.9602,Ohio
Katrina Bavinger,419.4,201.312,New York
Katrina Bavinger,90.801,14.1246,New York
Katrina Bavinger,181.764,-8.0784,New York
Katrina Bavinger,5.56,2.224,New York
Michael Moore,581.96,104.7528,Indiana
Michael Moore,29.98,8.0946,Indiana
Roland Fjeld,519.96,176.7864,California
Beth Paige,6.264,2.0358,North Carolina
Beth Paige,363.92,0,North Carolina
Max Jones,64.2,-42.8,Florida
Max Jones,38.52,-26.964,Florida
Max Jones,72.6,-8.1675,Florida
Doug O'Connell,57.568,5.7568,California
Mark Van Huff,83.7,3.348,Washington
Michael Grace,32.4,15.552,Virginia
Michael Grace,47.98,11.0354,Virginia
Brian Stugart,415.968,51.996,California
Brian Stugart,304.9,6.098,California
Brian Stugart,80.96,29.1456,California
Brian Stugart,777.21,54.4047,California
Brian Stugart,32.4,15.552,California
Brian Stugart,225.568,2.8196,California
Brian Stugart,36.6,15.372,California
Philisse Overcash,715.64,178.91,Minnesota
Philisse Overcash,795.51,143.1918,Minnesota
Philisse Overcash,549.99,274.995,Minnesota
Philisse Overcash,74.76,34.3896,Minnesota
Philisse Overcash,29.22,12.8568,Minnesota
Dianna Arnett,9.64,4.7236,Virginia
Anna Häberlin,33.488,-1.2558,Texas
Anna Häberlin,23.04,-4.896,Texas
Anna Häberlin,1.362,-2.1792,Texas
Anna Häberlin,14.76,-11.439,Texas
Joe Kamberova,239.666,14.098,California
MaryBeth Skach,301.96,45.294,Arkansas
Jim Kriz,7.968,2.8884,Pennsylvania
Chris McAfee,109.92,53.8608,Arkansas
Chris McAfee,19.44,9.3312,Arkansas
Chris McAfee,11.16,4.3524,Arkansas
Ricardo Sperren,79.47,22.2516,Connecticut
Ricardo Sperren,4.56,2.0064,Connecticut
Ricardo Sperren,1133.35,294.671,Connecticut
Ben Peterman,4.672,0.584,Pennsylvania
Ben Peterman,104.58,-80.178,Pennsylvania
Michelle Arnett,1603.136,100.196,Wyoming
Ed Braxton,1293.488,80.843,California
Ruben Dartt,127.95,21.7515,Indiana
Maria Etezadi,59.76,16.7328,Georgia
Erica Hernandez,108.08,54.04,Arkansas
Erica Hernandez,9.54,4.3884,Arkansas
Frank Merwin,11.736,1.0269,Pennsylvania
Frank Gastineau,447.86,219.4514,Massachusetts
Frank Gastineau,17.94,8.7906,Massachusetts
Frank Gastineau,245.88,68.8464,Massachusetts
Mark Van Huff,192.16,92.2368,New York
Jane Waco,801.568,50.098,California
Jane Waco,368.91,180.7659,California
Jane Waco,885.528,-99.6219,California
Edward Hooks,28.28,7.3528,California
Edward Hooks,4912.59,196.5036,California
Lynn Smith,14.352,5.0232,California
Lynn Smith,179.97,86.3856,California
Barry Pond,42.76,11.1176,Rhode Island
Chris Cortes,45.68,21.0128,Kentucky
Jill Matthias,25.06,11.7782,Maryland
Roger Demir,38.432,13.4512,Illinois
Roger Demir,21.568,1.6176,Illinois
Roger Demir,81.576,2.0394,Illinois
Shahid Shariari,2.78,1.3622,Georgia
Keith Dawkins,99.87,23.9688,California
Paul Lucas,44.4,22.2,California
Paul Lucas,21.4,9.63,California
Zuschuss Donatelli,71.12,22.0472,Indiana
Zuschuss Donatelli,259.96,124.7808,Indiana
Linda Southworth,9.78,4.89,California
Patrick Bzostek,24.192,7.56,California
Pamela Coakley,31.56,10.4148,New Jersey
Frank Merwin,59.94,28.1718,California
Frank Merwin,45.36,22.2264,California
Frank Merwin,26.4,12.672,California
Frank Merwin,41.4,19.872,California
Frank Merwin,16.95,1.017,California
Keith Dawkins,24.704,9.264,California
Keith Dawkins,59.7,26.865,California
Keith Dawkins,14.52,5.6628,California
Keith Dawkins,104.184,33.8598,California
Steve Carroll,46.53,13.0284,Washington
Dorothy Wardle,25.5,6.63,Kentucky
Peter Fuller,14.9,1.043,New York
Peter Fuller,87.71,41.2237,New York
Peter Fuller,199.764,8.8784,New York
Peter Fuller,94.6,27.434,New York
Peter Fuller,4228.704,158.5764,New York
Peter Fuller,2003.92,-25.049,New York
Peter Fuller,209.97,58.7916,New York
Peter Fuller,659.9,217.767,New York
Peter Fuller,110.96,53.2608,New York
Peter Fuller,67.8,1.356,New York
Dean Katz,313.176,-120.0508,New York
Richard Bierner,22.96,6.6584,Virginia
Giulietta Dortch,1099.5,362.835,Washington
Ruben Ausman,1215.92,316.1392,Alabama
Dorothy Badders,7.31,3.4357,Arkansas
Dorothy Badders,8.92,3.9248,Arkansas
Rob Lucas,87.21,-45.3492,Pennsylvania
Rob Lucas,15.552,5.4432,Pennsylvania
Rob Lucas,683.988,-113.998,Pennsylvania
Rob Lucas,13.392,1.0044,Pennsylvania
Rob Lucas,16.776,4.8231,Pennsylvania
Rob Lucas,527.92,85.787,Pennsylvania
Rick Bensley,25.4,8.636,Washington
Rick Bensley,177.48,19.9665,Washington
Rick Bensley,71.976,8.997,Washington
Jason Fortune-,95.992,9.5992,Texas
Jason Fortune-,13.216,4.2952,Texas
Robert Waldorf,435.84,130.752,California
Robert Waldorf,5.88,1.5876,California
Vivek Gonzalez,211.168,18.4772,California
Janet Molinari,6.28,2.6376,California
Janet Molinari,95.1,30.432,California
Janet Molinari,25.92,12.4416,California
Janet Molinari,48.84,13.1868,California
Brad Eason,25.9,12.691,Iowa
Claudia Bergmann,42.68,19.6328,Mississippi
Claudia Bergmann,299.97,125.9874,Mississippi
Claudia Bergmann,262.24,78.672,Mississippi
Claudia Bergmann,234.36,112.4928,Mississippi
Shirley Daniels,20.736,7.2576,Texas
Susan Gilcrest,10.5,2.94,New York
Tom Stivers,23.968,7.7896,Pennsylvania
Tom Stivers,521.96,-250.5408,Pennsylvania
Dean Katz,676.55,6.7655,California
Dean Katz,154.9,40.274,California
Dean Katz,30.56,14.9744,California
Dean Katz,770.352,77.0352,California
Marina Lichtenstein,21.12,6.5472,California
Matt Abelman,575.928,57.5928,California
Matt Abelman,7.78,2.0228,California
Matt Abelman,123.92,55.764,California
Lisa Ryan,17.22,5.166,California
Lisa Ryan,226.56,63.4368,California
Lisa Ryan,107.88,10.788,California
Bill Eplett,81.98,40.1702,New York
Charles Crestani,104.85,50.328,California
Charles Crestani,8.704,3.1552,California
Charles Crestani,19.92,9.7608,California
Charles Crestani,43.02,15.4872,California
Bryan Davis,240.784,30.098,New York
Jim Kriz,414.96,124.488,New York
Doug Bickford,387.72,-67.851,North Carolina
Rick Reed,360.38,93.6988,Kansas
Rick Reed,13.56,6.2376,Kansas
Susan Vittorini,552,34.5,Arizona
Rick Bensley,429.9,111.774,Oklahoma
Rick Bensley,32.06,15.3888,Oklahoma
Rick Bensley,161.96,45.3488,Oklahoma
Rick Bensley,19.86,5.7594,Oklahoma
Mike Vittorini,12.96,6.3504,New York
Evan Henry,20.544,6.42,Pennsylvania
Joy Smith,185.58,76.0878,Mississippi
Joy Smith,77.56,35.6776,Mississippi
Joy Smith,87.92,0.8792,Mississippi
Joy Smith,245.94,120.5106,Mississippi
Joy Smith,8.6,4.042,Mississippi
Joy Smith,504.9,126.225,Mississippi
Erica Smith,2357.488,884.058,California
Erica Smith,369.544,32.3351,California
